1671,8916
277,6488
470,6304
1403,9517
1773,1017
1436,2093
1095,1284
1011,11634
563,12742
1375,606
472,3771
122,776
461,11728
856,12507
644,3843
1293,1224
816,639
1820,7808
226,12750
1551,647
83,7315
1049,1666
1364,2041
628,11722
1383,998
1637,12967
623,5615
620,6323
1812,5198
848,10904
1759,7183
625,858
1871,11465
445,10781
1538,5987
607,10067
267,12108
1235,661
848,244
1016,3071
1316,2889
1138,8547
624,12031
1107,11558
1699,4449
441,3059
910,12576
1812,11794
1042,9739
1823,6900
1845,4192
327,11997
267,2893
1385,8489
1728,5726
1030,7651
926,510
967,10055
22,3605
1557,11478
1804,5570
1138,5585
884,8410
1445,6822
1812,6607
45,5552
1410,9986
315,10501
1081,11588
1572,5166
1887,10674
891,7650
1610,10323
1658,2063
688,5488
1465,3625
356,10205
1092,12143
993,4197
1829,2581
1813,695
842,12765
443,9903
437,3953
1615,1722
1399,11595
1822,1056
1822,12420
541,11613
1780,7916
542,3814
1456,9063
460,11483
34,4483
1400,3908
489,13293
1346,1954
942,8976
1812,10615
1778,6389
339,9117
1095,9055
1734,2357
376,4472
571,2112
751,8247
1007,6937
1271,9408
1937,13243
1683,12188
640,9549
1138,3330
1336,7359
75,49
129,8689
1436,11540
1813,598
575,5088
74,2274
830,9183
956,3884
594,12627
296,12141
762,2337
403,1220
598,2711
1036,7108
89,5198
1425,7294
1498,6770
1773,2169
1110,582
1922,7765
518,5324
1812,8360
597,977
518,8969
1900,4820
930,1614
727,439
2000,11264
1144,195
1676,6214
1820,2042
1709,5016
605,2524
520,1800
1647,1263
1067,8923
428,3575
520,10035
1835,7808
443,12973
1804,12496
1683,2237
1024,8478
1092,1583
584,11872
1925,8883
978,2908
1468,9440
1951,976
1906,4352
1107,4249
1993,6464
232,1168
1636,8977
444,7745
593,11595
1483,9315
416,10374
1654,10038
173,5489
1093,6535
839,3771
88,5155
1506,2189
1388,5788
1834,2682
1500,8095
495,12818
19,11640
993,11615
1636,13086
1820,1377
1780,6236
1067,1482
553,12123
1821,4526
33,9968
84,12799
1139,9091
7,6679
1377,3902
1506,4528
800,1845
1796,6346
1855,12139
772,2618
868,7935
1577,4330
844,9706
1445,12489
348,9299
1589,11915
575,9028
1603,3880
975,3196
782,9918
1823,1890
1746,11129
1798,11115
389,2177
180,11860
747,11722
863,11046
1144,8471
137,9540
742,2228
1523,12490
1802,6658
1519,8759
552,8764
975,7549
692,2466
183,5739
995,8561
1398,9556
2010,1228
81,10958
866,12106
1567,4542
1915,9732
598,8949
1715,6784
1733,1072
1038,8823
842,10050
1915,1560
1144,1771
565,49
734,6577
633,1690
1067,11606
145,11780
62,289
1067,13061
1523,4370
558,626
184,7535
1144,981
565,9900
231,4545
835,4097
1447,1241
1065,9297
5,10577
1193,7957
1615,6769
204,7817
1016,8275
769,2889
74,11144
34,7508
498,10280
1134,4445
1837,2792
441,3298
1812,9898
1452,8561
1989,4080
848,1751
916,11183
1676,1590
121,561
440,3172
439,2768
1107,403
1177,3297
1553,8000
1489,6951
533,11970
527,12524
1830,11574
806,5404
1769,2900
443,3531
1107,11966
1812,4127
1736,10240
1720,12866
1344,3058
542,6062
1487,4338
1837,156
606,4003
1970,11006
762,6002
1151,12306
441,940
1364,8770
1017,8621
9,11293
1362,4785
887,10950
1583,7125
1449,3548
1786,2753
1261,11269
1681,2728
1072,8533
430,2480
660,9704
1796,1117
1861,5478
502,1852
833,7725
1238,3825
327,11897
465,6262
806,11722
1475,7766
81,10781
1686,3232
1828,7089
1366,13124
727,8783
1144,1764
373,7576
1773,502
1364,5209
1791,9944
539,8976
20,565
1943,5291
598,9628
2,893
1092,247
835,1349
88,6910
356,880
34,7107
160,270
1639,7294
1603,2176
1229,4939
1771,7164
865,1582
769,9993
1712,6910
139,9050
1370,10742
183,1839
840,9088
1741,8969
607,963
1364,7601
437,9735
763,1883
403,4083
686,5467
1338,1699
1254,4419
891,4737
969,10758
1759,5467
763,5070
172,121
1866,8810
1993,7305
1791,10193
444,1543
1145,11443
882,1236
847,4108
7,10054
666,13229
275,6122
494,882
1726,2582
810,7725
831,2442
51,12879
564,8545
619,5532
752,3844
526,3857
620,230
1887,5599
1937,1933
1935,1319
943,7746
467,535
1168,10316
226,239
1390,11277
872,12561
1583,6768
1177,1033
582,7829
1989,5402
1221,3495
841,13050
428,10888
1732,2025
979,6160
1532,5226
1910,6035
989,3298
743,9723
1771,5387
1274,1434
1905,12893
1444,9965
883,614
1972,12170
643,8144
1302,571
993,1983
20,8809
1812,8574
1306,4874
180,1761
1672,5573
915,1208
1244,2541
1666,5338
1771,1203
224,5405
1523,251
1139,8057
566,11988
1797,6693
1099,7030
692,10947
1019,8447
960,7633
1523,13229
926,6550
478,289
1999,13050
1753,870
5,9096
997,8158
81,565
1941,8252
1110,10335
1972,841
1138,249
1866,4988
252,5724
1900,3779
1366,5303
1567,5704
206,7592
556,7375
1285,4293
1388,7261
1825,7094
1390,2302
306,3548
565,7475
1736,5456
893,8939
567,12180
1875,12225
1269,6602
371,6018
810,8327
2000,1651
1777,10319
1107,4267
1177,2711
1234,2205
1019,11801
1956,9049
1018,3401
684,3771
1925,4657
1152,2180
206,1129
1988,2305
1452,1592
541,5986
1676,8436
254,5693
1449,11722
1356,3102
1960,12957
88,4630
81,2760
1279,4857
1589,10781
1300,12372
972,7375
1866,11535
388,3558
1018,9721
1110,11773
1991,4435
563,9627
1734,7977
1395,1873
782,5751
1979,9477
232,12500
1423,5252
1834,5029
1155,2875
141,8003
129,9191
907,1313
674,6563
1323,3017
342,3918
806,5048
868,1447
978,4581
1551,8633
1677,102
571,858
867,6272
1778,7307
1193,8252
1468,11306
141,12504
316,1377
1139,11320
883,2752
1813,8976
512,979
979,4594
330,2899
1092,8945
1062,8433
316,4478
875,571
1830,6289
1344,3451
1728,8410
129,1154
293,9580
1935,11545
74,3507
818,870
1296,8171
1274,6660
1837,13236
1829,1782
1430,4331
1019,5103
845,283
1978,3662
1167,8274
405,3791
1019,11095
303,8478
1591,9579
300,11887
1405,10706
907,801
1366,7089
217,8579
737,827
1507,11047
547,9768
565,360
1683,11559
841,7842
541,6030
45,2681
1599,8158
1138,6483
1779,13098
71,9748
5,127
1812,9460
820,7517
1231,4849
565,11403
1647,1582
1107,8951
605,3839
763,12354
734,1614
783,775
1067,1377
881,8971
34,6668
1193,1080
1060,13259
1318,11438
1042,12503
1450,9741
999,12845
175,12726
366,8824
55,977
50,11668
917,9944
1859,12299
782,10565
275,2126
493,3266
1812,10170
804,37
387,2148
1615,392
159,8230
1863,5084
1221,12444
1924,2975
216,10766
576,2689
840,6435
367,1771
820,11295
1721,10635
1757,10002
1887,1075
1042,11622
999,351
1861,5260
1764,1691
461,10397
1398,11401
1110,7264
1297,11164
800,8262
1030,3303
315,2256
1653,2179
1320,1117
1823,2237
741,8737
1177,8491
1757,3132
563,1157
306,9589
81,10875
320,3390
465,13049
158,10196
465,359
577,5760
404,9808
312,3459
217,11196
2008,1655
624,9479
1318,12833
830,9363
724,3271
1812,10504
1821,193
232,7416
1999,6685
1556,3127
755,10071
1500,13193
1968,5792
1812,8640
226,9159
863,5945
1922,11041
403,8825
23,13114
1858,5292
1271,990
1138,520
605,239
1018,7143
1835,6187
1366,5173
1741,885
1073,9610
1114,11307
104,1013
840,9854
1820,6283
452,934
93,12907
1559,12267
1871,3563
1239,1408
1672,2483
691,4488
848,10101
14,11573
75,6426
494,11605
1299,6662
1598,11868
587,8405
173,11924
1837,10749
1978,1971
542,10124
1956,4842
1120,11745
1073,3764
819,7871
1007,3650
637,442
1813,921
231,8163
1676,8392
180,2303
201,10231
1364,11091
571,7579
1726,7174
1016,9062
271,12617
1421,4177
111,3192
568,5240
1095,11495
1374,7987
872,2966
906,4785
1383,11230
989,6908
862,8592
1024,5576
474,10383
262,7474
831,10463
1213,5653
1271,4701
312,5712
157,3234
1064,8094
1388,5405
810,11863
71,6988
224,7952
456,1968
1130,10884
376,7140
1410,1002
433,889
1887,7388
577,11103
410,1080
161,10489
2000,1868
316,12011
1203,4890
542,2005
1269,11701
206,5057
1116,3953
180,1389
800,13098
919,4665
1468,9705
1271,3401
1487,693
1778,10075
1482,6619
1101,1157
1473,668
104,2633
435,5043
723,4780
790,12385
565,10358
1778,11283
565,10209
205,9915
1874,6659
1636,5945
830,1780
943,10684
1365,12381
840,7801
656,2562
1007,10713
800,791
910,7011
1144,9602
727,811
1376,515
1145,10953
461,8039
1672,4517
605,11778
943,8421
1138,12509
577,11029
317,8978
1937,10423
1101,2826
1414,13049
1146,6557
1672,1466
1366,1425
1582,11185
1823,6605
995,10608
181,9115
1110,12118
1341,3507
1213,6007
1341,418
1921,5259
1311,1923
1399,6346
883,876
1610,6024
314,990
1937,5271
624,12032
